feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,fraud
1.8641995258873496,-2.371159196568093,-0.6713075913710861,-0.6664032350383261,1.3134731613252366,0.08919819661257138,-2.0252955588734913,-0.6735443064706722,-0.6964610897866884,-0.07686540700366203,0
0.335486743165977,0.27130441689841645,-2.0201514491777637,-0.026344530529231202,1.2379535314890553,-0.8219127764178962,-0.13567950485154612,0.31740948092961196,0.3854696291118207,0.13372972372353936,0
0.14663258764617476,-1.5442791085698595,0.592521009760872,-0.5335062188948718,2.0988412303524395,0.6301079955837326,-1.675336778532027,-0.2055810447899729,-1.0300950764894898,-0.6581752741371039,1
1.3810383237024915,1.7056645785148015,0.5922446040804317,-0.4229827162590628,-0.23691956417606294,-0.1830775224038034,-1.774659925678951,2.598428550751141,-0.4858761213856593,-2.6273364397165904,0
1.9093031537309764,0.7528655858857857,0.21540310933394566,-0.14114200476306132,0.36565418686936824,-0.2890648419076363,-0.620162493178056,1.040193882629108,-1.2173397321082118,0.6501807531879694,0
0.8759903825792899,-1.1731716168414923,0.4683579229637297,0.4943941312025979,-1.3047857514585275,-0.39328413661381123,1.9492747593601367,-2.2638712187540606,1.0311304346805235,0.6004330767310017,1
-1.8255121089847097,0.04587397564222018,1.0570434191653657,-0.023573853972167585,-0.24581912671105752,-0.6958299463922752,-0.0914124205674427,0.09846025778531375,-0.6838602033464366,-1.2159378179759015,0
0.7413738924773331,1.1123800632348302,0.4517039533959419,-0.28830332168997613,0.04694011623767159,-1.1164395315002533,-1.2019539451840393,1.7237727398890375,0.3169169869883981,0.12804424301252007,0
-0.02469764308499223,-2.1752043503941074,0.34974781524798154,-0.6212867640952731,-1.0513218142392298,-2.470663282879401,-1.8935769785952825,-0.5945588759082974,-0.9222192771347147,0.3147625614551637,0
-0.7614555567638507,-0.003699036228995478,0.6565060831752271,-0.06545173834275247,0.5837293615218192,-1.313272287252248,-0.2338343486297353,0.1498463795478921,-0.12799697521339518,0.2563609837384655,0
0.5125436283994018,-0.6176553305601613,0.29008789963543236,-0.08652096933775567,1.2228079221334083,0.043900533123388444,-0.21575105563695074,-0.37942230020300055,-0.5678078421841054,0.04371039699198385,0
-0.10330701666649811,0.9025914953926978,-0.4817054672268445,-0.20042128767417228,-0.42143224839021776,-0.9755719198590362,-0.8552663506570224,1.320176521888638,-1.3558930257612087,0.5535059868540404,0
-1.2249740070298083,-0.8683524331385803,-0.5936994269872572,0.022711778849270055,-0.5300113040413865,0.07451238509633384,0.21363088667416075,-0.8715909554035152,-0.9299266098691611,-1.014421623283585,0
-1.6739087145441782,0.2499829821053482,-1.8403785910958146,-0.06939127890207614,-0.4031120994017806,-0.09119664726125092,-0.28659157461033524,0.3981597642498177,-1.8440126216583699,0.7254482770867019,0
-0.8543096504143626,-1.5026871575676495,-0.2313759574900389,-0.5138612015858084,0.8782139981549947,-0.022677525487341064,-1.6113199938614877,-0.21240444920481258,-1.741716619866104,0.7043386011475956,0
-1.8175918389495744,1.643931508593687,2.2279714645380406,-0.4153579383019193,-0.33957717323157377,-1.3159074006951113,-1.7379487013262387,2.52238538608127,-0.04877411658967404,1.7329885492100978,0
0.08389261934609128,0.7394336933750086,0.9151563375047472,-0.17251579825570923,-1.0018031671930638,-0.15090006972249295,-0.7304729787928741,1.1010337046573064,0.2647178681134684,-0.31633419323983175,0
-0.3215067945773522,1.250227868724091,2.1492972491782596,-0.3075270437216173,-0.8798534432943514,-1.5092399730805282,-1.2917998744529724,1.8987233696649077,0.29244359119502505,-1.637973732071693,0
-2.0755950648778367,-0.07395508592323763,-0.4449702029871274,-0.0017971981224473648,-1.159282399230843,-1.7360420595513935,0.004830977479359788,-0.06548919775273512,0.030233802717335615,-1.1546185675377267,0
-1.5075300261914464,1.2029309340137122,0.8025913644181649,-0.2718018290380523,0.030244827674648884,0.11626267741417287,-1.1566538143934026,1.7704552696917943,0.2729131851660362,-1.7004944386263916,0
-0.07831368342943493,0.9562794882917305,0.09444332549865539,-0.22206866942837722,0.5638815529545973,0.22121252991724555,-0.9409701026216545,1.4214880415862154,-0.07914502627079792,-1.218061845439449,0
0.15552503758365635,-1.488111370011985,-1.003433810758229,-0.5329634598766406,-0.4267864709234251,-0.9688241140349944,-1.6819502667237183,-0.15391689928712507,0.7055485647959867,0.07811569248346499,0
-0.5567939785173809,0.6364380552217387,-0.4097836774922467,-0.1759314820008507,-2.365981147732006,0.5868750103603017,-0.7270138056058257,1.0119666422200595,0.4917657813116944,-0.25028373634563345,0
-0.02417142635820863,-0.9778799978301056,0.5194366231917376,-0.3847531989931008,0.5870424240678338,-1.1600203819432886,-1.228909314166728,-0.020255366637989852,0.3929073590143916,-1.1363362231559908,0
-0.40241820770202047,1.5107222190076124,-1.12314789013217,-0.36295739716518255,-1.1394572445525422,-1.2063007031518125,-1.5299955488809558,2.274083643995006,-1.0071781140068858,-0.213332916201082,0
